county,cause,sex,age_code,n-value,,n,,,
319,25,1,22,1,,Low,,,
319,25,1,23,2,,Low,,,
319,25,2,24,1,,Low,,,
319,26,1,16,1,,Low,,,
319,26,1,19,1,,Low,,,
319,26,1,20,1,,Low,,,
319,27,1,25,1,,Low,,,
319,27,2,22,1,,Low,,,
319,28,1,13,1,,Low,,,
319,28,1,14,2,,Low,,,
319,28,1,15,2,,Low,,,
319,28,1,16,1,,Low,,,
319,28,1,17,5,,High,,,
319,28,1,18,5,,High,,,
319,28,1,19,4,,High,,,
319,28,1,21,1,,Low,,,
319,28,1,22,1,,Low,,,
319,28,1,23,1,,Low,,,
319,28,2,17,1,,Low,,,
319,28,2,18,1,,Low,,,
319,28,2,19,1,,Low,,,
319,28,2,20,1,,Low,,,
319,30,2,17,1,,Low,,,
319,30,2,21,1,,Low,,,
319,30,2,22,1,,Low,,,
319,30,2,23,1,,Low,,,
319,31,1,16,1,,Low,,,
319,31,1,17,1,,Low,,,
319,31,2,16,1,,Low,,,
319,31,2,22,1,,Low,,,
319,31,2,24,1,,Low,,,
319,32,1,15,1,,Low,,,
319,32,1,16,2,,Low,,,
319,32,1,18,3,,High,,,
319,32,1,19,2,,Low,,,
319,32,1,20,3,,High,,,
319,32,1,21,1,,Low,,,
319,32,1,22,2,,Low,,,
319,32,1,23,3,,High,,,
319,32,1,24,2,,Low,,,
319,32,2,15,1,,Low,,,
319,32,2,16,1,,Low,,,
319,32,2,17,1,,Low,,,
319,32,2,18,1,,Low,,,
319,32,2,20,3,,High,,,
319,32,2,21,1,,Low,,,
319,32,2,22,4,,High,,,
319,32,2,24,1,,Low,,,
319,34,1,1,1,,Low,,,
319,34,2,1,2,,Low,,,
319,35,1,4,1,,Low,,,
319,35,2,16,1,,Low,,,
319,36,1,23,3,,High,,,
319,36,1,25,1,,Low,,,
319,36,2,22,2,,Low,,,
319,36,2,24,1,,Low,,,
319,38,1,7,1,,Low,,,
319,38,1,9,1,,Low,,,
319,38,1,10,2,,Low,,,
319,38,1,12,3,,High,,,
319,38,1,13,3,,High,,,
319,38,1,14,6,,High,,,
319,38,1,15,3,,High,,,
319,38,1,16,4,,High,,,
319,38,1,17,3,,High,,,
319,38,1,18,4,,High,,,
319,38,1,19,3,,High,,,
319,38,1,20,3,,High,,,
319,38,1,21,3,,High,,,
319,38,1,23,1,,Low,,,
319,38,1,24,2,,Low,,,
319,38,2,12,2,,Low,,,
319,38,2,18,1,,Low,,,
319,38,2,19,1,,Low,,,
319,38,2,20,2,,Low,,,
319,38,2,23,2,,Low,,,
319,39,1,9,1,,Low,,,
319,39,1,10,1,,Low,,,
319,39,1,12,3,,High,,,
319,39,1,13,2,,Low,,,
319,39,1,14,3,,High,,,
319,39,1,15,3,,High,,,
319,39,1,16,3,,High,,,
319,39,1,17,3,,High,,,
319,39,1,19,1,,Low,,,
319,39,1,23,2,,Low,,,
319,39,1,24,1,,Low,,,
319,39,2,11,1,,Low,,,
319,39,2,12,1,,Low,,,
319,39,2,13,2,,Low,,,
319,39,2,14,2,,Low,,,
319,39,2,15,4,,High,,,
319,39,2,18,1,,Low,,,
319,39,2,19,1,,Low,,,
319,39,2,20,1,,Low,,,
319,40,1,17,2,,Low,,,
319,40,2,15,1,,Low,,,
319,41,1,2,2,,Low,,,
319,41,1,10,1,,Low,,,
319,41,1,13,1,,Low,,,
319,41,1,14,3,,High,,,
319,41,1,15,9,,High,,,
319,41,1,16,4,,High,,,
319,41,1,17,7,,High,,,
319,41,1,18,12,,High,,,
319,41,1,19,6,,High,,,
319,41,1,20,7,,High,,,
319,41,1,21,2,,Low,,,
319,41,1,22,6,,High,,,
319,41,1,23,12,,High,,,
319,41,1,24,6,,High,,,
319,41,1,25,2,,Low,,,
319,41,2,10,1,,Low,,,
319,41,2,14,2,,Low,,,
319,41,2,15,2,,Low,,,
319,41,2,16,3,,High,,,
319,41,2,17,2,,Low,,,
319,41,2,18,3,,High,,,
319,41,2,19,4,,High,,,
319,41,2,20,6,,High,,,
319,41,2,21,5,,High,,,
319,41,2,22,14,,High,,,
319,41,2,23,4,,High,,,
319,41,2,24,10,,High,,,
319,41,2,25,3,,High,,,
320,2,1,22,1,,Low,,,
320,3,1,14,2,,Low,,,
320,3,1,17,1,,Low,,,
320,3,1,18,1,,Low,,,
320,3,1,19,2,,Low,,,
320,3,1,20,1,,Low,,,
320,3,1,22,5,,High,,,
320,3,1,23,2,,Low,,,
320,3,1,24,1,,Low,,,
320,3,2,13,1,,Low,,,
320,3,2,18,1,,Low,,,
320,3,2,19,1,,Low,,,
320,3,2,20,1,,Low,,,
320,3,2,21,2,,Low,,,
320,3,2,22,4,,High,,,
320,3,2,23,1,,Low,,,
320,4,1,14,1,,Low,,,
320,4,1,16,1,,Low,,,
320,4,1,21,1,,Low,,,
320,6,1,10,1,,Low,,,
320,6,1,11,1,,Low,,,
320,6,1,12,2,,Low,,,
320,6,1,13,4,,High,,,
320,6,1,14,3,,High,,,
320,6,1,15,9,,High,,,
320,6,1,16,22,,High,,,
320,6,1,17,27,,High,,,
320,6,1,18,27,,High,,,
320,6,1,19,25,,High,,,
320,6,1,20,17,,High,,,
320,6,1,21,20,,High,,,
320,6,1,22,12,,High,,,
320,6,1,23,17,,High,,,
320,6,1,24,3,,High,,,
320,6,1,25,1,,Low,,,
320,6,2,9,1,,Low,,,
320,6,2,11,1,,Low,,,
320,6,2,12,2,,Low,,,
320,6,2,13,4,,High,,,
320,6,2,14,4,,High,,,
320,6,2,15,4,,High,,,
320,6,2,16,11,,High,,,
320,6,2,17,19,,High,,,
320,6,2,18,14,,High,,,
320,6,2,19,14,,High,,,
320,6,2,20,11,,High,,,
320,6,2,21,13,,High,,,
320,6,2,22,11,,High,,,
320,6,2,23,8,,High,,,
320,6,2,24,6,,High,,,
320,7,1,15,1,,Low,,,
320,7,1,19,2,,Low,,,
320,7,2,17,1,,Low,,,
320,7,2,18,1,,Low,,,
320,9,1,14,1,,Low,,,
320,9,1,15,2,,Low,,,
320,9,1,16,1,,Low,,,
320,9,1,17,6,,High,,,
320,9,1,18,3,,High,,,
320,9,1,19,6,,High,,,
320,9,1,20,4,,High,,,
320,9,1,21,3,,High,,,
320,9,1,22,2,,Low,,,
320,9,1,23,1,,Low,,,
320,9,1,24,2,,Low,,,
320,9,2,14,1,,Low,,,
320,9,2,16,1,,Low,,,
320,9,2,17,1,,Low,,,
320,9,2,19,2,,Low,,,
320,9,2,20,8,,High,,,
320,9,2,21,9,,High,,,
320,9,2,22,6,,High,,,
320,9,2,23,4,,High,,,
320,9,2,24,2,,Low,,,
320,10,1,20,1,,Low,,,
320,10,1,22,1,,Low,,,
320,10,1,23,1,,Low,,,
320,10,1,24,2,,Low,,,
320,10,2,23,2,,Low,,,
320,13,1,19,1,,Low,,,
320,13,1,21,1,,Low,,,
320,13,2,18,1,,Low,,,
320,13,2,21,1,,Low,,,
320,13,2,22,1,,Low,,,
320,15,1,17,2,,Low,,,
320,15,1,18,3,,High,,,
320,15,1,19,5,,High,,,
320,15,1,20,3,,High,,,
320,15,1,22,2,,Low,,,
320,15,1,23,2,,Low,,,
320,15,1,24,1,,Low,,,
320,15,2,20,1,,Low,,,
320,15,2,21,3,,High,,,
320,15,2,22,11,,High,,,
320,15,2,23,3,,High,,,
320,15,2,24,1,,Low,,,
320,16,1,13,2,,Low,,,
320,16,1,14,2,,Low,,,
320,16,1,15,2,,Low,,,
320,16,1,16,2,,Low,,,
320,16,1,17,3,,High,,,
320,16,1,18,6,,High,,,
320,16,1,19,5,,High,,,
320,16,1,20,8,,High,,,
320,16,1,21,11,,High,,,
320,16,1,22,6,,High,,,
320,16,1,23,8,,High,,,
320,16,1,24,3,,High,,,
320,16,2,18,2,,Low,,,
320,16,2,19,3,,High,,,
320,16,2,20,6,,High,,,
320,16,2,22,7,,High,,,
320,16,2,23,7,,High,,,
320,16,2,24,3,,High,,,
320,16,2,26,1,,Low,,,
320,17,1,14,1,,Low,,,
320,17,1,15,1,,Low,,,
320,17,1,16,1,,Low,,,
320,17,1,17,1,,Low,,,
320,17,1,18,2,,Low,,,
320,17,1,19,5,,High,,,
320,17,1,20,9,,High,,,
320,17,1,21,4,,High,,,
320,17,1,22,4,,High,,,
320,17,1,23,3,,High,,,
320,17,1,24,2,,Low,,,
320,17,1,25,1,,Low,,,
320,17,2,13,1,,Low,,,
320,17,2,16,1,,Low,,,
320,17,2,17,1,,Low,,,
320,17,2,18,2,,Low,,,
320,17,2,19,4,,High,,,
320,17,2,20,1,,Low,,,
320,17,2,21,5,,High,,,
320,17,2,22,8,,High,,,
320,17,2,23,7,,High,,,
320,17,2,24,1,,Low,,,
320,19,1,17,1,,Low,,,
320,19,1,18,2,,Low,,,
320,19,1,20,1,,Low,,,
320,19,1,24,1,,Low,,,
320,19,2,17,2,,Low,,,
320,19,2,20,1,,Low,,,
320,21,1,12,1,,Low,,,
320,21,1,16,1,,Low,,,
320,21,1,17,4,,High,,,
320,21,1,18,2,,Low,,,
320,21,1,19,2,,Low,,,
320,21,1,20,1,,Low,,,
320,21,1,21,6,,High,,,
320,21,1,22,8,,High,,,
320,21,1,23,15,,High,,,
320,21,1,24,4,,High,,,
320,21,1,25,1,,Low,,,
320,21,2,2,1,,Low,,,
320,21,2,19,2,,Low,,,
320,21,2,20,1,,Low,,,
320,21,2,21,3,,High,,,
320,21,2,22,5,,High,,,
320,21,2,23,7,,High,,,
320,21,2,24,5,,High,,,
320,21,2,25,1,,Low,,,
320,21,2,26,1,,Low,,,
320,22,1,17,1,,Low,,,
320,23,1,13,1,,Low,,,
320,23,1,14,1,,Low,,,
320,23,1,16,1,,Low,,,
320,23,1,17,2,,Low,,,
320,23,1,19,2,,Low,,,
320,23,1,20,2,,Low,,,
320,23,1,21,9,,High,,,
320,23,1,22,8,,High,,,
320,23,1,23,5,,High,,,
320,23,1,24,4,,High,,,
320,23,1,25,2,,Low,,,
320,23,2,19,2,,Low,,,
320,23,2,20,1,,Low,,,
320,23,2,21,1,,Low,,,
320,23,2,22,2,,Low,,,
320,23,2,23,6,,High,,,
320,23,2,25,1,,Low,,,
320,25,1,18,1,,Low,,,
320,25,1,22,1,,Low,,,
320,25,1,24,1,,Low,,,
320,25,2,23,1,,Low,,,
320,26,1,12,1,,Low,,,
320,26,1,15,1,,Low,,,
320,26,1,19,1,,Low,,,
320,26,1,20,1,,Low,,,
320,26,2,18,1,,Low,,,
320,26,2,23,2,,Low,,,
320,28,1,12,1,,Low,,,
320,28,1,13,3,,High,,,
320,28,1,14,3,,High,,,
320,28,1,15,4,,High,,,
320,28,1,16,5,,High,,,
320,28,1,17,7,,High,,,
320,28,1,18,3,,High,,,
320,28,1,19,3,,High,,,
320,28,1,20,2,,Low,,,
320,28,1,21,2,,Low,,,
320,28,1,22,1,,Low,,,
320,28,1,23,1,,Low,,,
320,28,2,17,2,,Low,,,
320,28,2,19,1,,Low,,,
320,28,2,20,2,,Low,,,
320,28,2,21,1,,Low,,,
320,28,2,22,5,,High,,,
320,28,2,24,2,,Low,,,
320,28,2,25,1,,Low,,,
320,29,1,22,1,,Low,,,
320,30,1,22,1,,Low,,,
320,30,2,17,1,,Low,,,
320,30,2,22,1,,Low,,,
320,31,1,22,1,,Low,,,
320,31,1,23,1,,Low,,,
320,31,2,12,1,,Low,,,
320,31,2,15,1,,Low,,,
320,31,2,17,1,,Low,,,
320,31,2,18,1,,Low,,,
320,31,2,21,1,,Low,,,
320,31,2,22,1,,Low,,,
320,32,1,17,2,,Low,,,
320,32,1,18,1,,Low,,,
320,32,1,19,1,,Low,,,
320,32,1,20,2,,Low,,,
320,32,1,21,1,,Low,,,
320,32,1,22,4,,High,,,
320,32,1,23,3,,High,,,
320,32,2,18,2,,Low,,,
320,32,2,20,1,,Low,,,
320,32,2,21,1,,Low,,,
320,32,2,22,3,,High,,,
320,32,2,23,3,,High,,,
320,34,1,1,1,,Low,,,
320,34,2,1,1,,Low,,,
320,35,1,1,1,,Low,,,
320,35,2,18,1,,Low,,,
320,36,1,23,1,,Low,,,
320,36,1,24,1,,Low,,,
320,36,2,24,2,,Low,,,
320,36,2,25,1,,Low,,,
320,36,2,26,1,,Low,,,
320,37,2,2,1,,Low,,,
320,38,1,2,1,,Low,,,
320,38,1,9,1,,Low,,,
320,38,1,10,1,,Low,,,
320,38,1,11,3,,High,,,
320,38,1,12,1,,Low,,,
320,38,1,13,4,,High,,,
320,38,1,14,1,,Low,,,
320,38,1,15,2,,Low,,,
320,38,1,16,3,,High,,,
320,38,1,17,4,,High,,,
320,38,1,19,1,,Low,,,
320,38,1,21,3,,High,,,
320,38,1,22,2,,Low,,,
320,38,1,23,1,,Low,,,
320,38,1,24,1,,Low,,,
320,38,2,2,1,,Low,,,
320,38,2,13,1,,Low,,,
320,38,2,16,1,,Low,,,
320,38,2,18,5,,High,,,
320,38,2,19,1,,Low,,,
320,38,2,20,1,,Low,,,
320,38,2,21,1,,Low,,,
320,38,2,23,1,,Low,,,
320,39,1,9,1,,Low,,,
320,39,1,10,1,,Low,,,
320,39,1,11,1,,Low,,,
320,39,1,12,3,,High,,,
320,39,1,13,5,,High,,,
320,39,1,14,4,,High,,,
320,39,1,15,3,,High,,,
320,39,1,16,2,,Low,,,
320,39,1,17,1,,Low,,,
320,39,1,18,1,,Low,,,
320,39,1,20,1,,Low,,,
320,39,1,24,1,,Low,,,
320,39,2,10,1,,Low,,,
320,39,2,12,3,,High,,,
320,39,2,13,1,,Low,,,
320,39,2,14,1,,Low,,,
320,39,2,15,1,,Low,,,
320,39,2,16,2,,Low,,,
320,39,2,17,1,,Low,,,
320,39,2,19,1,,Low,,,
320,39,2,20,1,,Low,,,
320,39,2,21,1,,Low,,,
320,41,1,2,1,,Low,,,
320,41,1,10,3,,High,,,
320,41,1,13,7,,High,,,
320,41,1,15,10,,High,,,
320,41,1,16,7,,High,,,
320,41,1,17,3,,High,,,
320,41,1,18,5,,High,,,
320,41,1,19,5,,High,,,
320,41,1,20,5,,High,,,
320,41,1,21,4,,High,,,
320,41,1,22,6,,High,,,
320,41,1,23,5,,High,,,
320,41,1,24,5,,High,,,
320,41,1,25,1,,Low,,,
320,41,2,12,1,,Low,,,
320,41,2,13,2,,Low,,,
320,41,2,15,1,,Low,,,
320,41,2,16,1,,Low,,,
320,41,2,17,5,,High,,,
320,41,2,18,2,,Low,,,
320,41,2,20,3,,High,,,
320,41,2,21,6,,High,,,
320,41,2,22,7,,High,,,
320,41,2,23,9,,High,,,
320,41,2,24,3,,High,,,
321,2,1,23,1,,Low,,,
321,2,2,22,1,,Low,,,
321,4,1,20,1,,Low,,,
321,4,2,18,1,,Low,,,
321,6,1,13,1,,Low,,,
321,6,1,14,2,,Low,,,
321,6,1,15,1,,Low,,,
321,6,1,17,2,,Low,,,
321,6,1,18,1,,Low,,,
321,6,1,20,3,,High,,,
321,6,1,21,2,,Low,,,
321,6,1,23,1,,Low,,,
321,6,2,15,1,,Low,,,
321,6,2,18,2,,Low,,,
321,6,2,20,2,,Low,,,
321,6,2,21,1,,Low,,,
321,6,2,22,2,,Low,,,
321,6,2,24,1,,Low,,,
321,7,1,16,1,,Low,,,
321,9,1,15,2,,Low,,,
321,9,1,16,1,,Low,,,
321,9,1,20,1,,Low,,,
321,9,1,21,1,,Low,,,
321,9,1,22,1,,Low,,,
321,9,1,23,2,,Low,,,
321,9,2,20,2,,Low,,,
321,9,2,21,1,,Low,,,
321,9,2,22,1,,Low,,,
321,9,2,23,1,,Low,,,
321,10,2,24,1,,Low,,,
321,14,2,24,1,,Low,,,
321,15,1,16,1,,Low,,,
321,15,1,21,1,,Low,,,
321,16,1,12,1,,Low,,,
321,16,1,15,1,,Low,,,
321,16,1,16,1,,Low,,,
321,16,1,17,1,,Low,,,
321,16,1,20,1,,Low,,,
321,16,1,21,2,,Low,,,
321,16,1,23,1,,Low,,,
321,16,1,24,1,,Low,,,
321,16,1,25,1,,Low,,,
321,16,2,21,1,,Low,,,
321,16,2,22,1,,Low,,,
321,16,2,23,1,,Low,,,
321,17,1,20,1,,Low,,,
321,17,1,22,1,,Low,,,
321,17,1,23,1,,Low,,,
321,17,2,24,1,,Low,,,
321,21,1,21,1,,Low,,,
321,21,1,22,2,,Low,,,
321,21,1,23,2,,Low,,,
321,21,1,24,3,,High,,,
321,21,1,25,1,,Low,,,
321,21,2,23,2,,Low,,,
321,23,1,17,1,,Low,,,
321,23,1,22,1,,Low,,,
321,23,1,23,3,,High,,,
321,28,1,14,1,,Low,,,
321,28,1,15,3,,High,,,
321,28,1,16,1,,Low,,,
321,28,2,22,1,,Low,,,
321,30,2,18,1,,Low,,,
321,30,2,22,1,,Low,,,
321,32,2,17,1,,Low,,,
321,32,2,23,1,,Low,,,
321,36,1,24,1,,Low,,,
321,36,2,24,1,,Low,,,
321,38,1,3,1,,Low,,,
321,38,1,13,1,,Low,,,
321,38,1,14,1,,Low,,,
321,38,1,18,1,,Low,,,
321,38,1,22,1,,Low,,,
321,38,2,13,1,,Low,,,
321,38,2,19,1,,Low,,,
321,38,2,21,1,,Low,,,
321,38,2,25,1,,Low,,,
321,39,1,16,1,,Low,,,
321,39,1,17,2,,Low,,,
321,41,1,14,1,,Low,,,
321,41,1,17,1,,Low,,,
321,41,1,18,2,,Low,,,
321,41,1,19,1,,Low,,,
321,41,1,20,1,,Low,,,
321,41,1,21,1,,Low,,,
321,41,1,22,1,,Low,,,
321,41,1,23,1,,Low,,,
321,41,1,25,2,,Low,,,
321,41,2,12,1,,Low,,,
321,41,2,16,2,,Low,,,
321,41,2,19,2,,Low,,,
321,41,2,24,1,,Low,,,
322,3,1,15,1,,Low,,,
322,3,1,21,1,,Low,,,
322,3,2,22,1,,Low,,,
322,3,2,23,1,,Low,,,
322,3,2,24,1,,Low,,,
322,4,1,23,1,,Low,,,
322,6,1,13,1,,Low,,,
322,6,1,14,3,,High,,,
322,6,1,16,3,,High,,,
322,6,1,17,2,,Low,,,
322,6,1,18,7,,High,,,
322,6,1,19,4,,High,,,
322,6,1,20,3,,High,,,
322,6,1,21,3,,High,,,
322,6,1,22,1,,Low,,,
322,6,1,23,3,,High,,,
322,6,1,24,1,,Low,,,
322,6,2,11,1,,Low,,,
322,6,2,12,1,,Low,,,
322,6,2,15,1,,Low,,,
322,6,2,16,1,,Low,,,
322,6,2,18,1,,Low,,,
322,6,2,19,1,,Low,,,
322,6,2,20,1,,Low,,,
322,6,2,21,2,,Low,,,
322,6,2,22,2,,Low,,,
322,6,2,23,2,,Low,,,
322,6,2,24,2,,Low,,,
322,7,1,21,1,,Low,,,
322,9,1,15,1,,Low,,,
322,9,1,18,1,,Low,,,
322,9,1,21,1,,Low,,,
322,9,1,22,1,,Low,,,
322,9,2,18,2,,Low,,,
322,9,2,19,2,,Low,,,
322,9,2,20,1,,Low,,,
322,9,2,21,2,,Low,,,
322,9,2,23,2,,Low,,,
322,10,2,21,1,,Low,,,
322,10,2,24,1,,Low,,,
322,12,1,22,1,,Low,,,
322,15,1,17,1,,Low,,,
322,15,1,19,1,,Low,,,
322,15,1,21,1,,Low,,,
322,15,1,22,2,,Low,,,
322,15,2,21,1,,Low,,,
322,15,2,22,1,,Low,,,
322,15,2,23,2,,Low,,,
322,15,2,24,1,,Low,,,
322,16,1,14,1,,Low,,,
322,16,1,16,1,,Low,,,
322,16,1,18,2,,Low,,,
322,16,1,21,1,,Low,,,
322,16,1,22,3,,High,,,
322,16,1,23,1,,Low,,,
322,16,2,18,1,,Low,,,
322,16,2,19,1,,Low,,,
322,16,2,20,1,,Low,,,
322,16,2,22,1,,Low,,,
322,16,2,23,1,,Low,,,
322,16,2,24,1,,Low,,,
322,17,1,16,1,,Low,,,
322,17,1,17,1,,Low,,,
322,17,1,18,2,,Low,,,
322,17,1,20,2,,Low,,,
322,17,2,23,1,,Low,,,
322,19,1,15,1,,Low,,,
322,19,2,18,1,,Low,,,
322,19,2,25,1,,Low,,,
322,21,1,18,1,,Low,,,
322,21,1,20,2,,Low,,,
322,21,1,21,1,,Low,,,
322,21,1,22,2,,Low,,,
322,21,1,23,5,,High,,,
322,21,1,24,2,,Low,,,
322,21,1,25,2,,Low,,,
322,21,2,22,1,,Low,,,
322,21,2,23,4,,High,,,
322,21,2,25,1,,Low,,,
322,21,2,26,1,,Low,,,
322,23,1,21,1,,Low,,,
322,23,1,22,1,,Low,,,
322,27,1,25,1,,Low,,,
322,28,1,13,1,,Low,,,
322,28,1,16,2,,Low,,,
322,28,2,21,2,,Low,,,
322,30,1,23,1,,Low,,,
322,30,2,23,1,,Low,,,
322,32,1,21,1,,Low,,,
322,32,1,23,1,,Low,,,
322,32,2,20,1,,Low,,,
322,36,1,21,1,,Low,,,
322,36,2,24,2,,Low,,,
322,38,1,14,1,,Low,,,
322,38,1,16,2,,Low,,,
322,38,1,23,1,,Low,,,
322,38,2,18,1,,Low,,,
322,38,2,22,1,,Low,,,
322,38,2,25,1,,Low,,,
322,39,1,17,1,,Low,,,
322,39,2,16,1,,Low,,,
322,41,1,14,1,,Low,,,
322,41,1,16,1,,Low,,,
322,41,1,17,2,,Low,,,
322,41,1,18,2,,Low,,,
322,41,1,19,1,,Low,,,
322,41,1,21,1,,Low,,,
322,41,1,23,3,,High,,,
322,41,1,25,1,,Low,,,
322,41,2,22,1,,Low,,,
322,41,2,23,2,,Low,,,
322,41,2,24,2,,Low,,,
322,41,2,25,1,,Low,,,
323,2,1,24,1,,Low,,,
323,2,2,24,1,,Low,,,
323,3,1,15,2,,Low,,,
323,3,1,19,1,,Low,,,
323,3,1,21,1,,Low,,,
323,3,1,22,2,,Low,,,
323,3,1,23,2,,Low,,,
323,3,2,24,1,,Low,,,
323,4,1,14,1,,Low,,,
323,4,1,16,1,,Low,,,
323,4,1,18,1,,Low,,,
323,5,1,15,1,,Low,,,
323,5,1,16,1,,Low,,,
323,6,1,9,1,,Low,,,
323,6,1,12,1,,Low,,,
323,6,1,13,2,,Low,,,
323,6,1,14,4,,High,,,
323,6,1,16,7,,High,,,
323,6,1,17,10,,High,,,
323,6,1,18,17,,High,,,
323,6,1,19,7,,High,,,
323,6,1,20,12,,High,,,
323,6,1,21,9,,High,,,
323,6,1,22,10,,High,,,
323,6,1,23,8,,High,,,
323,6,1,24,3,,High,,,
323,6,2,11,1,,Low,,,
323,6,2,13,1,,Low,,,
323,6,2,14,2,,Low,,,
323,6,2,15,5,,High,,,
323,6,2,16,4,,High,,,
323,6,2,17,1,,Low,,,
323,6,2,18,3,,High,,,
323,6,2,19,4,,High,,,
323,6,2,20,14,,High,,,
323,6,2,21,6,,High,,,
323,6,2,22,8,,High,,,
323,6,2,23,2,,Low,,,
323,6,2,24,3,,High,,,
323,7,1,15,1,,Low,,,
323,7,1,20,2,,Low,,,
323,7,1,22,1,,Low,,,
323,7,1,26,1,,Low,,,
323,8,2,20,1,,Low,,,
323,9,1,16,3,,High,,,
323,9,1,18,3,,High,,,
323,9,1,20,1,,Low,,,
323,9,1,21,3,,High,,,
323,9,1,22,1,,Low,,,
323,9,1,23,1,,Low,,,
323,9,1,24,1,,Low,,,
323,9,2,17,1,,Low,,,
323,9,2,19,3,,High,,,
323,9,2,20,4,,High,,,
323,9,2,21,1,,Low,,,
323,9,2,22,3,,High,,,
323,9,2,23,7,,High,,,
323,9,2,24,1,,Low,,,
323,10,1,23,1,,Low,,,
323,10,2,22,1,,Low,,,
323,10,2,25,1,,Low,,,
323,10,2,26,1,,Low,,,
323,13,1,22,1,,Low,,,
323,13,1,23,1,,Low,,,
323,13,2,21,1,,Low,,,
323,13,2,22,1,,Low,,,
323,15,1,15,2,,Low,,,
323,15,1,18,1,,Low,,,
323,15,1,20,1,,Low,,,
323,15,1,21,1,,Low,,,
323,15,1,22,3,,High,,,
323,15,1,23,3,,High,,,
323,15,1,24,4,,High,,,
323,15,1,26,1,,Low,,,
323,15,2,21,4,,High,,,
323,15,2,22,3,,High,,,
323,15,2,23,3,,High,,,
323,15,2,24,3,,High,,,
323,15,2,25,1,,Low,,,
323,16,1,13,1,,Low,,,
323,16,1,15,3,,High,,,
323,16,1,16,1,,Low,,,
323,16,1,17,3,,High,,,
323,16,1,19,6,,High,,,
323,16,1,20,6,,High,,,
323,16,1,21,4,,High,,,
323,16,1,22,4,,High,,,
323,16,1,23,3,,High,,,
323,16,1,24,4,,High,,,
323,16,2,16,1,,Low,,,
323,16,2,17,1,,Low,,,
323,16,2,18,1,,Low,,,
323,16,2,20,6,,High,,,
323,16,2,21,7,,High,,,
323,16,2,22,4,,High,,,
323,16,2,23,5,,High,,,
323,16,2,24,3,,High,,,
323,16,2,25,1,,Low,,,
323,17,1,14,1,,Low,,,
323,17,1,15,2,,Low,,,
323,17,1,16,2,,Low,,,
323,17,1,19,3,,High,,,
323,17,1,20,4,,High,,,
323,17,1,21,1,,Low,,,
323,17,1,22,2,,Low,,,
323,17,1,23,3,,High,,,
323,17,1,24,1,,Low,,,
323,17,2,17,1,,Low,,,
323,17,2,18,2,,Low,,,
323,17,2,20,2,,Low,,,
323,17,2,22,3,,High,,,
323,17,2,23,4,,High,,,
323,17,2,24,2,,Low,,,
323,17,2,25,1,,Low,,,
323,19,1,22,1,,Low,,,
323,21,1,2,2,,Low,,,
323,21,1,17,3,,High,,,
323,21,1,18,1,,Low,,,
323,21,1,19,1,,Low,,,
323,21,1,20,1,,Low,,,
323,21,1,21,1,,Low,,,
323,21,1,22,6,,High,,,
323,21,1,23,6,,High,,,
323,21,1,24,4,,High,,,
323,21,2,21,5,,High,,,
323,21,2,22,3,,High,,,
323,21,2,23,8,,High,,,
323,21,2,24,6,,High,,,
323,23,1,21,1,,Low,,,
323,23,1,22,2,,Low,,,
323,23,1,23,6,,High,,,
323,23,1,24,3,,High,,,
323,23,2,18,2,,Low,,,
323,23,2,19,1,,Low,,,
323,23,2,21,2,,Low,,,
323,23,2,22,2,,Low,,,
323,23,2,24,1,,Low,,,
323,23,2,25,1,,Low,,,
323,25,1,19,1,,Low,,,
323,25,1,23,1,,Low,,,
323,25,2,20,1,,Low,,,
323,26,1,18,1,,Low,,,
323,26,1,24,1,,Low,,,
323,26,2,19,1,,Low,,,
323,27,1,15,1,,Low,,,
323,27,1,24,1,,Low,,,
323,28,1,14,1,,Low,,,
323,28,1,15,1,,Low,,,
323,28,1,16,4,,High,,,
323,28,1,17,2,,Low,,,
323,28,1,20,2,,Low,,,
323,28,1,22,1,,Low,,,
323,28,1,23,1,,Low,,,
323,28,2,16,1,,Low,,,
323,28,2,19,1,,Low,,,
323,28,2,20,1,,Low,,,
323,28,2,21,1,,Low,,,
323,28,2,22,1,,Low,,,
323,28,2,25,1,,Low,,,
323,29,1,22,1,,Low,,,
323,29,1,25,1,,Low,,,
323,29,2,21,1,,Low,,,
323,30,1,25,1,,Low,,,
323,30,2,20,1,,Low,,,
323,30,2,21,1,,Low,,,
323,30,2,24,1,,Low,,,
323,31,1,22,1,,Low,,,
323,31,2,21,1,,Low,,,
323,31,2,22,1,,Low,,,
323,31,2,24,1,,Low,,,
323,32,1,15,1,,Low,,,
323,32,1,18,1,,Low,,,
323,32,1,19,1,,Low,,,
323,32,1,21,1,,Low,,,
323,32,1,22,2,,Low,,,
323,32,1,23,2,,Low,,,
323,32,1,24,3,,High,,,
323,32,1,25,2,,Low,,,
323,32,2,17,1,,Low,,,
323,32,2,21,1,,Low,,,
323,32,2,22,3,,High,,,
323,32,2,23,4,,High,,,
323,36,1,24,1,,Low,,,
323,36,1,26,1,,Low,,,
323,36,2,22,1,,Low,,,
323,36,2,23,1,,Low,,,
323,36,2,24,2,,Low,,,
323,36,2,25,1,,Low,,,
323,38,1,3,1,,Low,,,
323,38,1,7,1,,Low,,,
323,38,1,11,1,,Low,,,
323,38,1,12,1,,Low,,,
