county,cause,sex,age_code,n-value,,n,,,
102,41,1,18,6,,High,,Medium,High
102,41,1,19,4,,High,,Medium,Low
102,41,1,20,5,,High,,Medium,High
102,41,1,21,6,,High,,Medium,High
102,41,1,22,13,,High,,High,High
102,41,1,23,22,,High,,High,High
102,41,1,24,16,,High,,High,High
102,41,1,25,11,,High,,High,High
102,41,1,26,3,,High,,Medium,Low
102,41,2,2,1,,Low,,Low,Low
102,41,2,9,1,,Low,,Low,Low
102,41,2,10,1,,Low,,Low,Low
102,41,2,13,3,,High,,Medium,Low
102,41,2,14,2,,Low,,Medium,Low
102,41,2,15,1,,Low,,Low,Low
102,41,2,16,2,,Low,,Medium,Low
102,41,2,17,5,,High,,Medium,High
102,41,2,18,3,,High,,Medium,Low
102,41,2,19,5,,High,,Medium,High
102,41,2,20,8,,High,,High,High
102,41,2,21,9,,High,,High,High
102,41,2,22,17,,High,,High,High
102,41,2,23,33,,High,,High,High
102,41,2,24,17,,High,,High,High
102,41,2,25,8,,High,,High,High
102,41,2,26,5,,High,,Medium,High
109,2,1,23,1,,Low,,Low,Low
109,2,1,24,1,,Low,,Low,Low
109,3,1,17,1,,Low,,Low,Low
109,3,1,20,2,,Low,,Medium,Low
109,3,1,21,1,,Low,,Low,Low
109,3,1,22,6,,High,,Medium,High
109,3,1,23,3,,High,,Medium,Low
109,3,1,25,2,,Low,,Medium,Low
109,3,2,17,1,,Low,,Low,Low
109,3,2,19,1,,Low,,Low,Low
109,3,2,21,1,,Low,,Low,Low
109,3,2,22,5,,High,,Medium,High
109,3,2,23,3,,High,,Medium,Low
109,3,2,24,3,,High,,Medium,Low
109,5,1,13,1,,Low,,Low,Low
109,5,1,18,1,,Low,,Low,Low
109,6,1,9,1,,Low,,Low,Low
109,6,1,11,1,,Low,,Low,Low
109,6,1,13,2,,Low,,Medium,Low
109,6,1,14,4,,High,,Medium,Low
109,6,1,15,10,,High,,High,High
109,6,1,16,6,,High,,Medium,High
109,6,1,17,12,,High,,High,High
109,6,1,18,18,,High,,High,High
109,6,1,19,26,,High,,High,High
109,6,1,20,19,,High,,High,High
109,6,1,21,31,,High,,High,High
109,6,1,22,23,,High,,High,High
109,6,1,23,18,,High,,High,High
109,6,1,24,6,,High,,Medium,High
109,6,1,25,2,,Low,,Medium,Low
109,6,1,26,1,,Low,,Low,Low
109,6,2,10,1,,Low,,Low,Low
109,6,2,13,3,,High,,Medium,Low
109,6,2,14,3,,High,,Medium,Low
109,6,2,15,3,,High,,Medium,Low
109,6,2,16,6,,High,,Medium,High
109,6,2,17,12,,High,,High,High
109,6,2,18,19,,High,,High,High
109,6,2,19,5,,High,,Medium,High
109,6,2,20,10,,High,,High,High
109,6,2,21,17,,High,,High,High
109,6,2,22,20,,High,,High,High
109,6,2,23,13,,High,,High,High
109,6,2,24,6,,High,,Medium,High
109,6,2,25,1,,Low,,Low,Low
109,6,2,26,1,,Low,,Low,Low
109,7,1,17,1,,Low,,Low,Low
109,7,1,18,2,,Low,,Medium,Low
109,7,1,19,1,,Low,,Low,Low
109,7,1,22,1,,Low,,Low,Low
109,7,2,23,1,,Low,,Low,Low
109,7,2,25,1,,Low,,Low,Low
109,9,1,17,3,,High,,Medium,Low
109,9,1,18,1,,Low,,Low,Low
109,9,1,19,2,,Low,,Medium,Low
109,9,1,20,4,,High,,Medium,Low
109,9,1,21,2,,Low,,Medium,Low
109,9,1,22,4,,High,,Medium,Low
109,9,1,23,3,,High,,Medium,Low
109,9,1,24,1,,Low,,Low,Low
109,9,2,19,3,,High,,Medium,Low
109,9,2,20,3,,High,,Medium,Low
109,9,2,21,1,,Low,,Low,Low
109,9,2,22,5,,High,,Medium,High
109,9,2,23,6,,High,,Medium,High
109,9,2,24,4,,High,,Medium,Low
109,9,2,25,1,,Low,,Low,Low
109,10,1,22,2,,Low,,Medium,Low
109,10,1,23,1,,Low,,Low,Low
109,10,1,24,2,,Low,,Medium,Low
109,10,1,25,1,,Low,,Low,Low
109,10,2,20,1,,Low,,Low,Low
109,10,2,21,1,,Low,,Low,Low
109,10,2,23,3,,High,,Medium,Low
109,10,2,24,2,,Low,,Medium,Low
109,10,2,25,3,,High,,Medium,Low
109,12,2,21,1,,Low,,Low,Low
109,13,1,21,2,,Low,,Medium,Low
109,13,1,22,1,,Low,,Low,Low
109,13,2,24,1,,Low,,Low,Low
109,15,1,17,1,,Low,,Low,Low
109,15,1,19,1,,Low,,Low,Low
109,15,1,21,3,,High,,Medium,Low
109,15,1,23,2,,Low,,Medium,Low
109,15,1,24,1,,Low,,Low,Low
109,15,2,20,1,,Low,,Low,Low
109,15,2,22,1,,Low,,Low,Low
109,15,2,23,2,,Low,,Medium,Low
109,15,2,24,4,,High,,Medium,Low
109,15,2,25,1,,Low,,Low,Low
109,15,2,26,1,,Low,,Low,Low
109,16,1,13,1,,Low,,Low,Low
109,16,1,15,2,,Low,,Medium,Low
109,16,1,16,7,,High,,Medium,High
109,16,1,17,6,,High,,Medium,High
109,16,1,18,9,,High,,High,High
109,16,1,19,9,,High,,High,High
109,16,1,20,13,,High,,High,High
109,16,1,21,10,,High,,High,High
109,16,1,22,15,,High,,High,High
109,16,1,23,9,,High,,High,High
109,16,1,24,5,,High,,Medium,High
109,16,1,25,2,,Low,,Medium,Low
109,16,2,2,1,,Low,,Low,Low
109,16,2,7,1,,Low,,Low,Low
109,16,2,15,1,,Low,,Low,Low
109,16,2,16,1,,Low,,Low,Low
109,16,2,17,2,,Low,,Medium,Low
109,16,2,18,2,,Low,,Medium,Low
109,16,2,19,2,,Low,,Medium,Low
109,16,2,20,6,,High,,Medium,High
109,16,2,21,11,,High,,High,High
109,16,2,22,12,,High,,High,High
109,16,2,23,13,,High,,High,High
109,16,2,24,6,,High,,Medium,High
109,16,2,25,3,,High,,Medium,Low
109,16,2,26,2,,Low,,Medium,Low
109,17,1,16,1,,Low,,Low,Low
109,17,1,17,2,,Low,,Medium,Low
109,17,1,18,4,,High,,Medium,Low
109,17,1,19,5,,High,,Medium,High
109,17,1,20,3,,High,,Medium,Low
109,17,1,21,11,,High,,High,High
109,17,1,22,11,,High,,High,High
109,17,1,23,4,,High,,Medium,Low
109,17,1,24,2,,Low,,Medium,Low
109,17,2,14,1,,Low,,Low,Low
109,17,2,15,1,,Low,,Low,Low
109,17,2,16,1,,Low,,Low,Low
109,17,2,18,1,,Low,,Low,Low
109,17,2,19,2,,Low,,Medium,Low
109,17,2,21,4,,High,,Medium,Low
109,17,2,22,7,,High,,Medium,High
109,17,2,23,11,,High,,High,High
109,17,2,24,3,,High,,Medium,Low
109,17,2,25,1,,Low,,Low,Low
109,18,2,23,1,,Low,,Low,Low
109,19,1,17,1,,Low,,Low,Low
109,19,2,22,1,,Low,,Low,Low
109,19,2,25,1,,Low,,Low,Low
109,20,1,19,1,,Low,,Low,Low
109,20,2,20,1,,Low,,Low,Low
109,20,2,24,1,,Low,,Low,Low
109,21,1,15,2,,Low,,Medium,Low
109,21,1,17,2,,Low,,Medium,Low
109,21,1,19,6,,High,,Medium,High
109,21,1,21,6,,High,,Medium,High
109,21,1,22,7,,High,,Medium,High
109,21,1,23,6,,High,,Medium,High
109,21,1,24,5,,High,,Medium,High
109,21,1,25,1,,Low,,Low,Low
109,21,2,17,1,,Low,,Low,Low
109,21,2,19,1,,Low,,Low,Low
109,21,2,20,3,,High,,Medium,Low
109,21,2,21,4,,High,,Medium,Low
109,21,2,22,6,,High,,Medium,High
109,21,2,23,3,,High,,Medium,Low
109,21,2,24,4,,High,,Medium,Low
109,23,1,18,1,,Low,,Low,Low
109,23,1,19,1,,Low,,Low,Low
109,23,1,20,1,,Low,,Low,Low
109,23,1,22,7,,High,,Medium,High
109,23,1,23,8,,High,,High,High
109,23,1,24,1,,Low,,Low,Low
109,23,1,25,2,,Low,,Medium,Low
109,23,2,21,1,,Low,,Low,Low
109,23,2,22,3,,High,,Medium,Low
109,23,2,23,2,,Low,,Medium,Low
109,23,2,24,2,,Low,,Medium,Low
109,25,1,22,1,,Low,,Low,Low
109,25,1,23,1,,Low,,Low,Low
109,25,1,25,1,,Low,,Low,Low
109,25,2,18,1,,Low,,Low,Low
109,25,2,22,2,,Low,,Medium,Low
109,25,2,25,1,,Low,,Low,Low
109,26,1,18,1,,Low,,Low,Low
109,26,1,20,2,,Low,,Medium,Low
109,26,2,23,1,,Low,,Low,Low
109,26,2,25,1,,Low,,Low,Low
109,27,1,23,1,,Low,,Low,Low
109,28,1,13,1,,Low,,Low,Low
109,28,1,14,1,,Low,,Low,Low
109,28,1,15,1,,Low,,Low,Low
109,28,1,16,1,,Low,,Low,Low
109,28,1,17,2,,Low,,Medium,Low
109,28,1,18,1,,Low,,Low,Low
109,28,1,19,2,,Low,,Medium,Low
109,28,1,20,1,,Low,,Low,Low
109,28,1,21,1,,Low,,Low,Low
109,28,1,22,1,,Low,,Low,Low
109,28,1,24,2,,Low,,Medium,Low
109,28,2,21,2,,Low,,Medium,Low
109,28,2,22,2,,Low,,Medium,Low
109,28,2,23,3,,High,,Medium,Low
109,29,1,20,1,,Low,,Low,Low
109,29,1,21,2,,Low,,Medium,Low
109,29,1,25,2,,Low,,Medium,Low
109,29,2,25,1,,Low,,Low,Low
109,30,2,18,1,,Low,,Low,Low
109,31,2,17,2,,Low,,Medium,Low
109,31,2,19,1,,Low,,Low,Low
109,31,2,21,2,,Low,,Medium,Low
109,31,2,22,2,,Low,,Medium,Low
109,31,2,23,4,,High,,Medium,Low
109,31,2,24,4,,High,,Medium,Low
109,31,2,25,2,,Low,,Medium,Low
109,32,1,15,1,,Low,,Low,Low
109,32,1,17,1,,Low,,Low,Low
109,32,1,18,5,,High,,Medium,High
109,32,1,19,4,,High,,Medium,Low
109,32,1,21,3,,High,,Medium,Low
109,32,1,22,1,,Low,,Low,Low
109,32,1,23,1,,Low,,Low,Low
109,32,1,24,3,,High,,Medium,Low
109,32,2,16,2,,Low,,Medium,Low
109,32,2,18,1,,Low,,Low,Low
109,32,2,19,2,,Low,,Medium,Low
109,32,2,20,1,,Low,,Low,Low
109,32,2,21,4,,High,,Medium,Low
109,32,2,22,6,,High,,Medium,High
109,32,2,23,7,,High,,Medium,High
109,32,2,24,1,,Low,,Low,Low
109,34,1,1,4,,High,,Medium,Low
109,34,2,1,3,,High,,Medium,Low
109,35,2,1,2,,Low,,Medium,Low
109,35,2,17,1,,Low,,Low,Low
109,38,1,12,1,,Low,,Low,Low
109,38,1,13,3,,High,,Medium,Low
109,38,1,14,1,,Low,,Low,Low
109,38,1,15,1,,Low,,Low,Low
109,38,1,16,3,,High,,Medium,Low
109,38,1,17,1,,Low,,Low,Low
109,38,1,18,4,,High,,Medium,Low
109,38,1,19,3,,High,,Medium,Low
109,38,1,20,1,,Low,,Low,Low
109,38,1,22,1,,Low,,Low,Low
109,38,1,24,1,,Low,,Low,Low
109,38,2,17,1,,Low,,Low,Low
109,38,2,18,1,,Low,,Low,Low
109,38,2,21,1,,Low,,Low,Low
109,38,2,22,1,,Low,,Low,Low
109,38,2,23,1,,Low,,Low,Low
109,39,1,13,1,,Low,,Low,Low
109,39,1,15,1,,Low,,Low,Low
109,39,1,16,1,,Low,,Low,Low
109,39,1,17,1,,Low,,Low,Low
109,39,1,19,1,,Low,,Low,Low
109,39,1,20,2,,Low,,Medium,Low
109,39,1,21,2,,Low,,Medium,Low
109,39,1,22,2,,Low,,Medium,Low
109,39,2,12,1,,Low,,Low,Low
109,39,2,16,1,,Low,,Low,Low
109,39,2,20,2,,Low,,Medium,Low
109,40,1,10,1,,Low,,Low,Low
109,41,1,2,1,,Low,,Low,Low
109,41,1,9,1,,Low,,Low,Low
109,41,1,12,1,,Low,,Low,Low
109,41,1,14,2,,Low,,Medium,Low
109,41,1,15,1,,Low,,Low,Low
109,41,1,16,1,,Low,,Low,Low
109,41,1,17,5,,High,,Medium,High
109,41,1,18,6,,High,,Medium,High
109,41,1,19,4,,High,,Medium,Low
109,41,1,20,8,,High,,High,High
109,41,1,21,7,,High,,Medium,High
109,41,1,22,10,,High,,High,High
109,41,1,23,7,,High,,Medium,High
109,41,1,24,4,,High,,Medium,Low
109,41,2,11,1,,Low,,Low,Low
109,41,2,13,1,,Low,,Low,Low
109,41,2,15,1,,Low,,Low,Low
109,41,2,19,3,,High,,Medium,Low
109,41,2,20,4,,High,,Medium,Low
109,41,2,21,3,,High,,Medium,Low
109,41,2,22,7,,High,,Medium,High
109,41,2,23,8,,High,,High,High
109,41,2,24,6,,High,,Medium,High
109,41,2,25,1,,Low,,Low,Low
110,2,1,20,1,,Low,,Low,Low
110,2,1,23,1,,Low,,Low,Low
110,3,1,13,1,,Low,,Low,Low
110,3,1,17,2,,Low,,Medium,Low
110,3,1,18,2,,Low,,Medium,Low
110,3,1,19,1,,Low,,Low,Low
110,3,1,21,1,,Low,,Low,Low
110,3,1,22,3,,High,,Medium,Low
110,3,1,23,7,,High,,Medium,High
110,3,1,24,3,,High,,Medium,Low
110,3,2,21,2,,Low,,Medium,Low
110,3,2,22,6,,High,,Medium,High
110,3,2,23,2,,Low,,Medium,Low
110,3,2,24,4,,High,,Medium,Low
110,3,2,25,2,,Low,,Medium,Low
110,4,2,18,1,,Low,,Low,Low
110,5,1,10,1,,Low,,Low,Low
110,5,1,12,1,,Low,,Low,Low
110,6,1,10,1,,Low,,Low,Low
110,6,1,12,1,,Low,,Low,Low
110,6,1,13,2,,Low,,Medium,Low
110,6,1,14,9,,High,,High,High
110,6,1,15,11,,High,,High,High
110,6,1,16,15,,High,,High,High
110,6,1,17,17,,High,,High,High
110,6,1,18,31,,High,,High,High
110,6,1,19,31,,High,,High,High
110,6,1,20,39,,High,,High,High
110,6,1,21,28,,High,,High,High
110,6,1,22,26,,High,,High,High
110,6,1,23,22,,High,,High,High
110,6,1,24,15,,High,,High,High
110,6,1,25,4,,High,,Medium,Low
110,6,1,26,1,,Low,,Low,Low
110,6,2,7,1,,Low,,Low,Low
110,6,2,9,1,,Low,,Low,Low
110,6,2,10,1,,Low,,Low,Low
110,6,2,12,1,,Low,,Low,Low
110,6,2,13,1,,Low,,Low,Low
110,6,2,14,4,,High,,Medium,Low
110,6,2,15,3,,High,,Medium,Low
110,6,2,16,11,,High,,High,High
110,6,2,17,17,,High,,High,High
110,6,2,18,22,,High,,High,High
110,6,2,19,13,,High,,High,High
110,6,2,20,17,,High,,High,High
110,6,2,21,21,,High,,High,High
110,6,2,22,25,,High,,High,High
110,6,2,23,21,,High,,High,High
110,6,2,24,7,,High,,Medium,High
110,6,2,25,5,,High,,Medium,High
110,7,1,15,1,,Low,,Low,Low
110,7,1,20,1,,Low,,Low,Low
110,7,1,22,1,,Low,,Low,Low
110,7,2,19,1,,Low,,Low,Low
110,7,2,20,1,,Low,,Low,Low
110,7,2,22,2,,Low,,Medium,Low
110,7,2,23,3,,High,,Medium,Low
110,8,1,21,1,,Low,,Low,Low
110,8,1,22,1,,Low,,Low,Low
110,8,2,23,1,,Low,,Low,Low
110,9,1,15,2,,Low,,Medium,Low
110,9,1,16,2,,Low,,Medium,Low
110,9,1,17,2,,Low,,Medium,Low
110,9,1,18,3,,High,,Medium,Low
110,9,1,19,2,,Low,,Medium,Low
110,9,1,20,3,,High,,Medium,Low
110,9,1,21,2,,Low,,Medium,Low
110,9,1,22,3,,High,,Medium,Low
110,9,1,23,5,,High,,Medium,High
110,9,1,24,3,,High,,Medium,Low
110,9,2,18,2,,Low,,Medium,Low
110,9,2,20,2,,Low,,Medium,Low
110,9,2,21,5,,High,,Medium,High
110,9,2,22,5,,High,,Medium,High
110,9,2,23,9,,High,,High,High
110,9,2,24,7,,High,,Medium,High
110,9,2,25,1,,Low,,Low,Low
110,10,1,21,1,,Low,,Low,Low
110,10,1,22,2,,Low,,Medium,Low
110,10,1,23,4,,High,,Medium,Low
110,10,1,24,7,,High,,Medium,High
110,10,2,19,2,,Low,,Medium,Low
110,10,2,20,1,,Low,,Low,Low
110,10,2,22,3,,High,,Medium,Low
110,10,2,23,2,,Low,,Medium,Low
110,10,2,24,9,,High,,High,High
110,10,2,25,3,,High,,Medium,Low
110,11,2,2,1,,Low,,Low,Low
110,11,2,19,1,,Low,,Low,Low
110,12,1,17,1,,Low,,Low,Low
110,12,1,20,2,,Low,,Medium,Low
110,13,1,17,1,,Low,,Low,Low
110,13,1,20,2,,Low,,Medium,Low
110,13,1,21,2,,Low,,Medium,Low
110,13,1,22,3,,High,,Medium,Low
110,13,1,23,1,,Low,,Low,Low
110,13,1,24,1,,Low,,Low,Low
110,13,2,17,1,,Low,,Low,Low
110,13,2,21,2,,Low,,Medium,Low
110,13,2,22,1,,Low,,Low,Low
110,13,2,24,2,,Low,,Medium,Low
110,13,2,25,1,,Low,,Low,Low
110,15,1,12,1,,Low,,Low,Low
110,15,1,15,1,,Low,,Low,Low
110,15,1,16,1,,Low,,Low,Low
110,15,1,18,2,,Low,,Medium,Low
110,15,1,20,1,,Low,,Low,Low
110,15,1,21,3,,High,,Medium,Low
110,15,1,22,4,,High,,Medium,Low
110,15,1,23,4,,High,,Medium,Low
110,15,1,24,1,,Low,,Low,Low
110,15,1,25,1,,Low,,Low,Low
110,15,1,26,1,,Low,,Low,Low
110,15,2,17,1,,Low,,Low,Low
110,15,2,19,1,,Low,,Low,Low
110,15,2,20,1,,Low,,Low,Low
110,15,2,22,2,,Low,,Medium,Low
110,15,2,23,6,,High,,Medium,High
110,15,2,24,5,,High,,Medium,High
110,15,2,25,3,,High,,Medium,Low
110,16,1,12,1,,Low,,Low,Low
110,16,1,14,2,,Low,,Medium,Low
110,16,1,15,4,,High,,Medium,Low
110,16,1,16,4,,High,,Medium,Low
110,16,1,17,8,,High,,High,High
110,16,1,18,9,,High,,High,High
110,16,1,19,9,,High,,High,High
110,16,1,20,13,,High,,High,High
110,16,1,21,15,,High,,High,High
110,16,1,22,19,,High,,High,High
110,16,1,23,14,,High,,High,High
110,16,1,24,9,,High,,High,High
110,16,1,25,2,,Low,,Medium,Low
110,16,2,2,1,,Low,,Low,Low
110,16,2,11,1,,Low,,Low,Low
110,16,2,14,1,,Low,,Low,Low
110,16,2,15,2,,Low,,Medium,Low
110,16,2,16,1,,Low,,Low,Low
110,16,2,17,3,,High,,Medium,Low
110,16,2,18,4,,High,,Medium,Low
110,16,2,19,4,,High,,Medium,Low
110,16,2,20,2,,Low,,Medium,Low
110,16,2,21,10,,High,,High,High
110,16,2,22,11,,High,,High,High
110,16,2,23,16,,High,,High,High
110,16,2,24,9,,High,,High,High
110,16,2,25,3,,High,,Medium,Low
110,16,2,26,2,,Low,,Medium,Low
110,17,1,15,1,,Low,,Low,Low
110,17,1,16,1,,Low,,Low,Low
110,17,1,17,4,,High,,Medium,Low
110,17,1,18,5,,High,,Medium,High
110,17,1,19,5,,High,,Medium,High
110,17,1,20,4,,High,,Medium,Low
110,17,1,21,7,,High,,Medium,High
110,17,1,22,9,,High,,High,High
110,17,1,23,9,,High,,High,High
110,17,1,24,10,,High,,High,High
110,17,1,25,1,,Low,,Low,Low
110,17,2,15,2,,Low,,Medium,Low
110,17,2,16,2,,Low,,Medium,Low
110,17,2,18,3,,High,,Medium,Low
110,17,2,19,2,,Low,,Medium,Low
110,17,2,20,1,,Low,,Low,Low
110,17,2,21,6,,High,,Medium,High
110,17,2,22,7,,High,,Medium,High
110,17,2,23,7,,High,,Medium,High
110,17,2,24,4,,High,,Medium,Low
110,17,2,25,3,,High,,Medium,Low
110,17,2,26,1,,Low,,Low,Low
110,18,2,21,1,,Low,,Low,Low
110,18,2,22,1,,Low,,Low,Low
110,18,2,24,1,,Low,,Low,Low
110,19,1,19,1,,Low,,Low,Low
110,19,1,21,1,,Low,,Low,Low
110,19,2,19,1,,Low,,Low,Low
110,19,2,20,1,,Low,,Low,Low
110,19,2,22,1,,Low,,Low,Low
110,19,2,23,1,,Low,,Low,Low
110,19,2,24,1,,Low,,Low,Low
110,20,1,21,1,,Low,,Low,Low
110,21,1,14,1,,Low,,Low,Low
110,21,1,15,1,,Low,,Low,Low
110,21,1,17,2,,Low,,Medium,Low
110,21,1,18,2,,Low,,Medium,Low
110,21,1,19,1,,Low,,Low,Low
110,21,1,20,1,,Low,,Low,Low
110,21,1,21,7,,High,,Medium,High
110,21,1,22,9,,High,,High,High
110,21,1,23,10,,High,,High,High
110,21,1,24,5,,High,,Medium,High
110,21,1,25,1,,Low,,Low,Low
110,21,2,20,4,,High,,Medium,Low
110,21,2,21,3,,High,,Medium,Low
110,21,2,22,9,,High,,High,High
110,21,2,23,9,,High,,High,High
110,21,2,24,12,,High,,High,High
110,21,2,25,3,,High,,Medium,Low
110,21,2,26,3,,High,,Medium,Low
110,23,1,18,2,,Low,,Medium,Low
110,23,1,19,2,,Low,,Medium,Low
110,23,1,20,3,,High,,Medium,Low
110,23,1,22,4,,High,,Medium,Low
110,23,1,23,10,,High,,High,High
110,23,1,24,9,,High,,High,High
110,23,1,25,2,,Low,,Medium,Low
110,23,2,17,1,,Low,,Low,Low
110,23,2,21,3,,High,,Medium,Low
110,23,2,22,2,,Low,,Medium,Low
110,23,2,23,6,,High,,Medium,High
110,23,2,24,4,,High,,Medium,Low
110,23,2,26,1,,Low,,Low,Low
110,25,1,21,1,,Low,,Low,Low
110,25,1,23,2,,Low,,Medium,Low
110,25,1,24,2,,Low,,Medium,Low
110,25,2,18,1,,Low,,Low,Low
110,25,2,21,1,,Low,,Low,Low
110,25,2,24,2,,Low,,Medium,Low
110,26,1,19,1,,Low,,Low,Low
110,26,1,20,1,,Low,,Low,Low
110,26,1,22,1,,Low,,Low,Low
110,26,1,23,2,,Low,,Medium,Low
110,26,2,24,1,,Low,,Low,Low
110,26,2,25,1,,Low,,Low,Low
110,27,1,14,1,,Low,,Low,Low
110,27,1,17,1,,Low,,Low,Low
110,27,2,18,1,,Low,,Low,Low
110,27,2,23,1,,Low,,Low,Low
110,28,1,14,1,,Low,,Low,Low
110,28,1,15,1,,Low,,Low,Low
110,28,1,17,3,,High,,Medium,Low
110,28,1,18,3,,High,,Medium,Low
110,28,1,19,1,,Low,,Low,Low
110,28,1,21,2,,Low,,Medium,Low
110,28,1,23,2,,Low,,Medium,Low
110,28,1,25,1,,Low,,Low,Low
110,28,2,17,1,,Low,,Low,Low
110,28,2,18,3,,High,,Medium,Low
110,28,2,20,1,,Low,,Low,Low
110,28,2,21,1,,Low,,Low,Low
110,28,2,22,2,,Low,,Medium,Low
110,28,2,23,1,,Low,,Low,Low
110,28,2,25,1,,Low,,Low,Low
110,29,1,23,2,,Low,,Medium,Low
110,29,2,16,1,,Low,,Low,Low
110,29,2,21,1,,Low,,Low,Low
110,29,2,23,1,,Low,,Low,Low
110,30,1,19,1,,Low,,Low,Low
110,30,1,22,1,,Low,,Low,Low
110,30,1,26,1,,Low,,Low,Low
110,30,2,22,2,,Low,,Medium,Low
110,31,1,17,1,,Low,,Low,Low
110,31,1,18,1,,Low,,Low,Low
110,31,1,21,1,,Low,,Low,Low
110,31,1,22,1,,Low,,Low,Low
110,31,1,23,2,,Low,,Medium,Low
110,31,1,24,3,,High,,Medium,Low
110,31,1,25,1,,Low,,Low,Low
110,31,2,18,1,,Low,,Low,Low
110,31,2,21,3,,High,,Medium,Low
110,31,2,22,1,,Low,,Low,Low
110,31,2,23,2,,Low,,Medium,Low
110,31,2,24,2,,Low,,Medium,Low
110,31,2,25,1,,Low,,Low,Low
110,32,1,12,1,,Low,,Low,Low
110,32,1,17,1,,Low,,Low,Low
110,32,1,18,2,,Low,,Medium,Low
110,32,1,20,3,,High,,Medium,Low
110,32,1,21,2,,Low,,Medium,Low
110,32,1,23,6,,High,,Medium,High
110,32,1,24,2,,Low,,Medium,Low
110,32,1,26,1,,Low,,Low,Low
110,32,2,17,2,,Low,,Medium,Low
110,32,2,19,4,,High,,Medium,Low
110,32,2,20,2,,Low,,Medium,Low
110,32,2,21,4,,High,,Medium,Low
110,32,2,22,7,,High,,Medium,High
110,32,2,23,5,,High,,Medium,High
110,32,2,24,5,,High,,Medium,High
110,32,2,25,3,,High,,Medium,Low
110,34,1,1,1,,Low,,Low,Low
110,34,1,2,1,,Low,,Low,Low
110,34,2,1,3,,High,,Medium,Low
110,35,1,1,2,,Low,,Medium,Low
110,35,1,14,1,,Low,,Low,Low
110,35,2,2,1,,Low,,Low,Low
110,36,1,24,1,,Low,,Low,Low
110,36,1,25,1,,Low,,Low,Low
110,36,2,25,1,,Low,,Low,Low
110,38,1,2,1,,Low,,Low,Low
110,38,1,3,1,,Low,,Low,Low
110,38,1,9,1,,Low,,Low,Low
110,38,1,10,1,,Low,,Low,Low
110,38,1,11,3,,High,,Medium,Low
110,38,1,12,2,,Low,,Medium,Low
110,38,1,13,2,,Low,,Medium,Low
110,38,1,16,1,,Low,,Low,Low
110,38,1,17,2,,Low,,Medium,Low
110,38,1,18,1,,Low,,Low,Low
110,38,1,19,3,,High,,Medium,Low
110,38,1,20,2,,Low,,Medium,Low
110,38,1,22,6,,High,,Medium,High
110,38,1,23,2,,Low,,Medium,Low
110,38,1,24,2,,Low,,Medium,Low
110,38,2,11,1,,Low,,Low,Low
110,38,2,12,1,,Low,,Low,Low
110,38,2,16,1,,Low,,Low,Low
110,38,2,18,3,,High,,Medium,Low
110,38,2,19,1,,Low,,Low,Low
110,38,2,20,1,,Low,,Low,Low
110,38,2,22,2,,Low,,Medium,Low
110,38,2,23,1,,Low,,Low,Low
110,38,2,25,1,,Low,,Low,Low
110,39,1,10,1,,Low,,Low,Low
110,39,1,12,1,,Low,,Low,Low
110,39,1,13,1,,Low,,Low,Low
110,39,1,15,2,,Low,,Medium,Low
110,39,1,16,1,,Low,,Low,Low
110,39,1,17,2,,Low,,Medium,Low
110,39,1,18,4,,High,,Medium,Low
110,39,1,19,1,,Low,,Low,Low
110,39,1,20,2,,Low,,Medium,Low
110,39,1,22,1,,Low,,Low,Low
110,39,2,11,2,,Low,,Medium,Low
110,39,2,12,2,,Low,,Medium,Low
110,39,2,13,1,,Low,,Low,Low
110,39,2,14,2,,Low,,Medium,Low
110,39,2,15,2,,Low,,Medium,Low
110,39,2,16,2,,Low,,Medium,Low
110,39,2,18,1,,Low,,Low,Low
110,39,2,22,1,,Low,,Low,Low
110,40,1,17,2,,Low,,Medium,Low
110,40,2,18,1,,Low,,Low,Low
110,41,1,2,3,,High,,Medium,Low
110,41,1,13,1,,Low,,Low,Low
110,41,1,15,1,,Low,,Low,Low
110,41,1,16,3,,High,,Medium,Low
110,41,1,17,5,,High,,Medium,High
110,41,1,18,6,,High,,Medium,High
110,41,1,19,5,,High,,Medium,High
110,41,1,20,6,,High,,Medium,High
110,41,1,21,9,,High,,High,High
110,41,1,22,10,,High,,High,High
110,41,1,23,18,,High,,High,High
110,41,1,24,10,,High,,High,High
110,41,1,25,4,,High,,Medium,Low
110,41,1,26,7,,High,,Medium,High
110,41,2,2,1,,Low,,Low,Low
110,41,2,11,2,,Low,,Medium,Low
110,41,2,12,2,,Low,,Medium,Low
110,41,2,13,1,,Low,,Low,Low
110,41,2,14,2,,Low,,Medium,Low
110,41,2,15,2,,Low,,Medium,Low
110,41,2,16,3,,High,,Medium,Low
110,41,2,17,2,,Low,,Medium,Low
110,41,2,18,3,,High,,Medium,Low
110,41,2,19,5,,High,,Medium,High
110,41,2,20,2,,Low,,Medium,Low
110,41,2,21,5,,High,,Medium,High
110,41,2,22,14,,High,,High,High
110,41,2,23,15,,High,,High,High
110,41,2,24,9,,High,,High,High
110,41,2,25,2,,Low,,Medium,Low
110,41,2,26,1,,Low,,Low,Low
111,1,1,20,1,,Low,,Low,Low
111,2,2,23,1,,Low,,Low,Low
111,3,1,16,1,,Low,,Low,Low
111,3,1,17,1,,Low,,Low,Low
111,3,1,18,2,,Low,,Medium,Low
